"Row" "BootToDesktop" "DesktopToIdle" "BootToIdle"
"892" 9.537 175.943 42.28
"893" 8.86 3.39 46.457
"894" 5.313 6.417 9.93
"895" 25.43 7.046 38.123
"896" 8.74 3.56 52.293
"897" 8.01 177.216 49.403
"898" 5.28 5.73 9.877
"NA.87" NA NA NA
"900" 8.58 3.867 44.79
"901" 8.66 3.3 41.02
"902" 9.533 3.733 43.703
"903" 7.933 7.064 43.96
"904" 8.703 3.414 51.5
"905" 9.247 3.703 43.13
"906" 9.39 4.164 48.757
"907" 8.503 3.657 45.26
"908" 8.353 3.697 42.723
"909" 8.16 14.613 22.323
"910" 9.38 3.68 48.097
"911" 9.836 3.537 44.953
"912" 9.867 3.7 53.767
"913" 9.827 3.6 52.867
"NA.88" NA NA NA
"915" 8.766 3.637 51.473
"916" 17.563 16.05 36.363
"NA.89" NA NA NA
"918" 8.637 3.513 55.597
"919" 9.496 175.807 49.583
"920" 8.347 4.027 52.027
"921" 8.653 3.56 43.95
"922" 8.28 4.244 44.777
"923" 8.267 4.31 42.377
"924" 8.48 4.854 52.967
"925" 8.726 3.477 44.423
"NA.90" NA NA NA
"NA.91" NA NA NA
"928" 8.157 5.917 42.387
"929" 9.54 3.67 50.913
"930" 8.104 4.083 43.887
"931" 8.243 3.21 41.02
"NA.92" NA NA NA
"933" 9.263 3.684 47.38
"934" 7.61 3.353 47.193
"935" 8.453 3.937 46.86
"936" 7.887 3.126 45.24
"937" 9.124 3.393 46.547
"938" 9.794 3.463 48.677
"939" 8.18 4.13 49.75
"940" 7.677 4.453 41.77
"941" 8.156 4.14 41.953
"942" 59.337 3.373 91.42
"943" 7.873 3.26 46.223
"944" 8.61 3.51 52.533
"NA.93" NA NA NA
"946" 8.52 3.686 45.523
"947" 8.576 3.957 42.733
"948" 8.693 3.634 56.33
"949" 8.577 3.613 37.977
"950" 8.667 3.56 50.02
"951" 8.633 3.604 49.05
"952" 8.25 3.686 41.173
"953" 8.38 3.737 47.6
"954" 8.797 3.4 55.07
"NA.94" NA NA NA
"956" 8.704 3.59 51.387
"957" 8.276 3.887 38.353
"958" 9 3.25 51.017
"959" 8.736 3.374 50.313
"960" 8.483 3.527 49.88
"961" 8.417 3.623 45.88
"962" 8.633 4.213 49.403
"963" 8.56 3.956 49.723
"964" 8.873 3.347 50.73
"965" 8.49 3.827 43.367
"NA.95" NA NA NA
"967" 8.42 3.617 66.23
"968" 10.597 3.693 51.547
"969" 9.213 3.247 47.12
"970" 8.98 3.126 46.633
"971" 8.897 3.75 55.437
"NA.96" NA NA NA
"973" 8.55 3.65 54.33
"974" 8.94 3.28 47.043
"975" 8.613 3.65 45.043
"976" 8.594 3.63 46.037
"977" 9.32 3.977 60.977
"978" 9.107 3.197 43.287
"979" 8.57 4.06 50.74
"980" 14.503 10.877 25.57
"981" 9.92 3.467 50.127
"982" 9.25 3.25 64.623
"983" 9.756 3.747 45.213
"984" 9.883 3.494 41.78
"985" 9.047 3.2 52.19
"986" 8.513 3.927 48.17
"987" 8.627 3.53 45.277
"988" 8.893 3.297 43.86
"989" 9.477 3.663 47.93
"990" 8.65 3.816 40.563
"991" 9.73 3.603 48.59
"992" 8.197 3.723 46.48
"993" 8.544 3.686 48.437
"994" 8.973 3.143 43.203
"995" 8.61 3.537 49.117
"996" 9.153 3.377 42.89
"997" 10.633 3.9 72.45
"998" 9.19 3.237 45.59
"999" 9.867 3.543 42.717
"NA.97" NA NA NA
"1001" 9.15 3.35 65.63
"1002" 8.23 3.84 53.477
"1003" 8.75 3.483 61.87
"1004" 9.067 3.473 49.1
"1005" 9.947 3.506 66.4
"1006" 9.62 3.71 43.13
"1007" 10.157 3.393 50.53
"1008" 8.954 3.283 48.747
"1009" 8.553 3.857 38.653
"1010" 10.083 4.237 46.16
"1011" 9.716 3.97 41.353
"1012" 8.71 3.403 47.07
"1013" 8.907 3.48 55.737
"1014" 8.81 176.683 41.43
"1015" 9.007 3.16 39.8
"1016" 8.537 5.906 70.2
"1017" 8.653 3.57 45.993
"1018" 8.857 3.94 49.567
"NA.98" NA NA NA
"1020" 8.82 3.464 54.747
"1021" 8.506 3.63 42.173
"1022" 8.154 4.076 39.877
"1023" 9.91 3.226 37.453
"1024" 8.16 177.326 51.793
"1025" 9.223 3.254 55.71
"1026" 8.69 3.353 41.293
"1027" 9.11 3.187 43.147
"1028" 7.934 3.16 52.827
"1029" 8.26 3.8 53.51
"1030" 8.053 3.31 40.603
"1031" 7.904 3.24 47.647
"1032" 7.987 3.093 74.12
"1033" 8.633 3.894 48.97
"1034" 8.903 3.22 51.51
"1035" 13.91 0.523 50.943
"1036" 8.313 177.377 55.133
"1037" 8.527 3.756 41.03
"1038" 8.193 2.823 52.643
"1039" 8.837 3.466 43.81
"1040" 9.903 3.12 58.543
"1041" 8.587 3.42 43.18
"1042" 8.307 3.663 41.897
"1043" 8.35 3.643 48.503
"1044" 8.507 3.566 41.92
"1045" 8.213 3.94 41.543
"1046" 8.513 4.774 42.57
"1047" 8.427 3.727 50.237
"NA.99" NA NA NA
"1049" 8.96 3.373 50.7
"1050" 8.523 3.594 37.46
"1051" 8.333 3.917 38.55
"1052" 8.043 4.083 41.853
"NA.100" NA NA NA
"NA.101" NA NA NA
"1055" 8.31 4.023 43.753
"1056" 8.397 4.8 48.357
"1057" 8.343 4.867 43
"1058" 8.67 3.437 43.76
"1059" 8.076 4.154 41.733
"1060" 8.7 3.583 41.443
"1061" 8.517 3.35 36.03
"1062" 8.516 3.724 42.223
"1063" 8.257 2.896 39.78
"1064" 8.47 3.43 45.907
"1065" 8.653 6.747 51.46
"1066" 8.466 3.854 48.523
"1067" 8.44 3.564 43.387
"1068" 8.313 4.134 43.52
"1069" 8.817 176.6 57.38
"1070" 8.473 3.72 37.853
"1071" 8.197 3.93 37.877
"1072" 7.97 3.96 49.553
"1073" 10.71 2.693 53.89
"1074" 10.427 3.73 49.667
"1075" 8.68 3.643 45.17
"1076" 8.847 3.336 46.74
"1077" 8.677 4.583 43.86
"1078" 9.067 3.156 40.22
"NA.102" NA NA NA
"1080" 8.647 3.433 53.23
"1081" 8.263 3.723 39.963
"1082" 8.807 3.626 41.87
"1083" 7.66 6.717 13.79
"1084" 7.953 3.404 53.21
"1085" 8.547 3.566 41.45
"NA.103" NA NA NA
"1087" 8.72 3.406 49.083
"1088" 8.46 3.713 55.493
"1089" 8.217 3.956 43.54
"1090" 8.674 3.503 44.697
"1091" 8.68 3.377 48.637
"1092" 9.113 3.304 44.31
"1093" 8.467 3.763 46.33
"1094" 8.69 3.476 41.843
"1095" 8.317 3.893 46.15
"1096" 8.45 3.737 48.42
"1097" 7.6 5.854 13.227
"1098" 17.877 3.523 82.35
"1099" 8.226 14.037 22.173
"1100" 8.393 4.13 45.34
"1101" 8.46 4.797 47.787
"1102" 8.58 3.6 41.953
"1103" 9.02 3.463 44.493
"1104" 9.244 3.67 48.097
"1105" 9.77 176.75 48.44
"1106" 8.35 4.183 46.05
"1107" 8.114 3.126 56.237
"1108" 8.91 3.296 49.133
"NA.104" NA NA NA
"1110" 8.846 3.46 41.933
"1111" 8.78 3.75 44.77
"1112" 8.447 4.233 43.93
"1113" 8.403 3.85 43.653
"1114" 8.417 3.706 49.75
"1115" 8.62 3.47 49.24
"1116" 8.454 3.806 42.757
"1117" 8.87 5.593 49.773
"1118" 8.397 7.617 16.557
"1119" 8.467 176.91 41.55
"1120" 8.474 3.563 51.227
"1121" 8.71 4.66 46.063
"1122" 8.656 3.387 46.083
"1123" 8.677 3.403 43.74
"1124" 7.45 7.283 14.593
"1125" 84.133 6.88 101.53
"1126" 9.057 4.11 44.56
"1127" 8.823 3.6 46.013
"1128" 9.184 3.396 42.837
"1129" 8.057 8.543 14.5
"1130" 8.503 3.717 55.333
"1131" 8.357 3.693 43.26
"1132" 8.834 3.506 81.567
"1133" 8 4.023 43.68
"1134" 9.844 3.383 39.387
"1135" 8.42 3.63 60.29
"1136" 10.354 4.09 43.727
"1137" 8.96 3.37 55.71
"1138" 8.6 3.637 60.49
"1139" 8.247 3.936 46.46
"1140" 8.234 3.946 49.647
"NA.105" NA NA NA
"1142" 8.533 3.677 52.8
"1143" 8.907 3.12 46
"1144" 8.456 3.824 44.533
"1145" 8.814 176.61 44.667
"1146" 8.493 3.907 38.84
"1147" 9.087 3.31 52.657
"1148" 8.4 3.75 48.607
"1149" 8.26 3.943 45.843
"1150" 9.137 3.22 48.51
"1151" 8.633 4.597 40.553
"NA.106" NA NA NA
"1153" 9.13 3.29 47.813
"1154" 8.78 3.613 47.193
"1155" 8.897 3.533 46.99
"1156" 8.866 4.33 45.273
"1157" 8.633 4.563 47.553
"1158" 8.914 3.49 54.717
"1159" 9.233 3.304 48.76
"1160" 8.424 3.663 55.777
"1161" 8.28 3.253 47.88
"1162" 9.12 3.457 76.77
"1163" 9.014 3.44 45.247
"1164" 9.117 3.363 44.077
"NA.107" NA NA NA
"1166" 8.34 4.437 51.61
"1167" 8.353 3.71 48.383
"1168" 8.804 3.673 52.247
"1169" 8.787 3.313 39.86
"1170" 9.543 3.697 48.543
"1171" 82.476 6.137 100.843
"1172" 9.154 3.48 45.507
"1173" 9.213 3.194 40.33
"1174" 9.386 3.867 39.383
"1175" 8.587 3.953 45.38
"1176" 9.74 3.516 43.353
"1177" 8.683 3.487 51.22
"1178" 9.36 3.734 48.467
"1179" 8.88 3.59 45.913
"1180" 8.967 4.053 43.19
"1181" 9.037 4.016 43.31
"1182" 8.594 3.71 47.637
"1183" 9.89 4.24 47.16
"1184" 8.873 3.51 39.483
"NA.108" NA NA NA
"1186" 8.51 5.447 47.7
"1187" 8.727 3.39 54.497
"1188" 59.93 5.613 96.96
"1189" 8.984 4.376 47.847
"1190" 9.25 3.803 42.673
"1191" 9.05 3.323 42.8
"1192" 8.84 3.493 61.183
"1193" 9.174 3.996 50.817
"1194" 8.477 4.973 62.55
"1195" 8.414 3.733 46.137
"1196" 8.766 4.704 50.643
"1197" 8.86 5.717 53.437
"1198" 8.943 3.193 45.683
"1199" 8.41 4.137 42.137
"1200" 8.44 3.817 57.51
"1201" 8.337 3.837 45.137
"1202" 9.763 3.387 57.88
"1203" 8.083 3.873 42.243
"1204" 8.156 3.984 57.703
"1205" 8.664 3.49 46.247
"1206" 9.327 3.87 40.54
"1207" 9.397 3.95 46.29
"1208" 9.984 3.57 41.437
"1209" 8.68 3.504 41.647
"1210" 75.507 15.57 90.46
"1211" 8.987 4.15 42.06
"1212" 9.69 3.597 63.25
"NA.109" NA NA NA
"1214" 8.87 3.573 46.44
"1215" 9.477 3.776 41.13
"NA.110" NA NA NA
"1217" 9.13 3.34 44.633
"1218" 9.866 3.524 53.193
"NA.111" NA NA NA
"NA.112" NA NA NA
"1221" 9.143 3.287 49.84
"1222" 9.603 3.68 46.803
"1223" 10.734 3.7 47.797
"1224" 9.214 3.433 48.667
"1225" 8.62 3.437 43.75
"1226" 8.597 3.633 42.317
"1227" 9.156 4.01 42.223
"1228" 9.067 3.256 62.15
"1229" 8.09 4.637 63.447
"1230" 9.027 3.05 46.917
"1231" 17.34 12.2 29.24
"1232" 8.43 3.803 43.37
"1233" 9.657 3.7 43.777
"1234" 8.864 3.333 46.537
"1235" 9.143 3.207 41.003
"1236" 8.693 3.52 51.833
"1237" 7.983 3.31 41.21
"1238" 8.994 3.26 42.477
"1239" 8.8 3.443 45.433
"1240" 9.63 4.107 41.46
"1241" 9.49 3.8 45.42
"NA.113" NA NA NA
"1243" 8.613 3.39 42.25
"1244" 8.936 3.504 52.333
"1245" 9.586 3.6 54.923
"1246" 9.297 3.943 50.317
"1247" 8.406 3.644 44.033
"1248" 8.93 3.604 51.487
"1249" 8.78 3.617 42.89
"1250" 10.287 3.95 52.98
"1251" 8.627 5.783 49.37
"1252" 9.037 3.596 55.38
"1253" 8.753 4.733 49.713
"1254" 8.59 4.72 53.187
"1255" 8.763 3.667 48.78
"1256" 9.71 3.77 42.883
"1257" 8.564 3.683 53.607
"1258" 8.14 3.14 43.813
"1259" 9.623 3.59 47.533
"1260" 8.683 3.414 40.06
"1261" 7.854 4.54 41.857
"1262" 8.874 3.543 49.217
"1263" 8.51 3.516 55.003
"1264" 8.78 3.576 40.173
"1265" 8.974 3.186 46.767
"1266" 9.054 4.27 50.007
"1267" 8.864 3.416 42.607
"1268" 8.567 4.656 45.83
"1269" 8.253 3.75 50.74
"1270" 8.6 3.61 48.52
"1271" 59.68 3.393 90.703
"1272" 8.576 3.657 40.603
"1273" 8.833 3.64 55.443
"NA.114" NA NA NA
"1275" 8.066 3.244 40.043
"1276" 8.733 3.477 48.353
"1277" 8.387 2.896 42.09
"1278" 8.76 3.29 49.093
"1279" 8.423 3.597 47.403
"1280" 8.154 4.11 38.947
"1281" 8.667 4.04 44.697
"1282" 8.314 3.81 52.197
"1283" 8.247 3.733 44.84
"1284" 8.033 4.19 63.573
"1285" 8.42 3.727 50.167
"1286" 8.243 3.93 51.51
"1287" 8.567 3.983 50.52
"1288" 8.163 3.034 49.6
"1289" 8.66 3.567 50.07
"1290" 8.51 3.69 49.207
"1291" 8.8 3.527 64.05
"1292" 9.09 3.664 43.847
"1293" 8.663 3.64 42.9
"1294" 8.8 3.186 43.963
"1295" 9.617 3.686 46.9
"1296" 9.84 3.393 44.16
"1297" 8.794 4.29 48.187
"1298" 8.934 3.326 45.187
"NA.115" NA NA NA
"1300" 9.88 3.37 43.753
"1301" 9.697 3.563 45.24
"1302" 9.84 3.48 43.38
"1303" 2.537 3.646 38.75
"1304" 8.86 3.487 48.74
"1305" 8.693 3.31 44.15
"1306" 8.503 3.624 47.97
"1307" 8.823 176.613 50.203
"1308" 9.57 3.674 42.637
"1309" 9.636 3.727 42.033
"1310" 9.557 3.536 45.36
"1311" 8.67 3.33 43.717
"1312" 9.066 3.417 43.083
"1313" 8.714 3.486 45.227
"1314" 9.574 3.69 51.867
"1315" 9.637 3.606 66.09
"1316" 8.8 3.403 45.643
"1317" 9.933 3.43 60.57
"1318" 10.154 3.45 54.617
"1319" 9.39 3.82 48.36
"1320" 8.643 3.533 42.843
"1321" 10.836 4.12 53.883
"1322" 8.906 3.44 49.033
"1323" 9.836 3.86 51.773
"1324" 8.67 3.36 47.833
"1325" 9.336 3.92 44.593
"1326" 10.28 3.163 51.103
"1327" 10.45 3.244 48.297
"1328" 9.88 3.436 54.083
"1329" 8.923 3.594 46.52
"1330" 8.104 4.15 53.437
"1331" 9.287 3.846 47.59
"1332" 9.62 3.616 46.673
"1333" 8.117 4.02 49.567
"1334" 8.183 2.944 53.19
"1335" 8.946 3.977 49.363
"1336" 9.96 3.334 50.107
"1337" 8.35 4.68 41.543
"1338" 8.837 3.533 65.277
"1339" 8.056 4.137 39.873
"1340" 8.043 3.28 45.843
"1341" 8.23 3.713 49.073
"1342" 7.627 3.563 56.36
"1343" 8.93 6.43 51.28
"1344" 8.183 4.057 45.74
"1345" 8.513 4.747 53.09
"1346" 10.584 3.506 45.987
"1347" 10.337 3.893 54.4
"1348" 7.953 2.987 54.14
"1349" 10.623 3.747 58.833
"1350" 7.944 3.28 42.817
"1351" 8.756 3.827 40.203
"1352" 8.666 5.817 47.633
"1353" 8.827 3.486 41.47
"1354" 8.706 3.237 36.533
"1355" 7.87 4.213 39.33
"1356" 8.903 3.4 46.76
"1357" 9.003 3.384 42.23
"1358" 8.13 3.646 52.683
"1359" 8.326 3.584 43.983
"1360" 8.193 3.71 48.403
"1361" 8.487 3.573 49.87
"1362" 8.423 4.76 44.83
"1363" 8.78 4.75 49.52
"1364" 8.603 3.594 41.88
"1365" 8.104 3.78 45.627
"1366" 8.65 4.687 53.14
"1367" 8.457 3.893 44.46
"1368" 8.577 3.736 40.58
"1369" 8.08 4.22 46.763
"1370" 8.683 3.44 47.92
"1371" 8.624 4.566 45.837
"1372" 8.247 3.316 39.83
"1373" 8.62 3.636 52.213
"1374" 8.656 4.63 46.753
"1375" 7.94 3.027 39.26
"1376" 8.403 3.707 43.77
"1377" 7.923 3.204 49.12
"1378" 8.133 4.06 45.793
"1379" 8.546 3.907 42.973
"1380" 8.403 3.924 42.84
"1381" 8.85 4.59 38.51
"1382" 8.177 4.177 55.337
"1383" 8.493 3.894 41.32
"1384" 8.2 3.183 79.31
"1385" 8.253 3.96 46.46
"1386" 9.387 3.78 46.547
"1387" 8.804 3.446 45.297
"1388" 8.706 3.507 41.673
"1389" 8.15 3.14 41.24
"1390" 9.82 3.42 50.387
"1391" 8.96 3.467 59.12
"1392" 9.997 3.54 43.45
"1393" 8.81 3.26 46.48
"1394" 8.627 3.527 57.297
"1395" 8.96 3.466 49.083
"1396" 8.877 3.196 51.2
"1397" 8.857 4.533 45.01
"1398" 8.206 6.717 15.443
"1399" 9.5 3.4 49.673
"1400" 9.64 3.76 59.927
"1401" 8.547 4.773 44.307
"1402" 8.67 3.38 41.82
"1403" 9.723 3.657 50.673
"1404" 9.633 3.593 44.783
"1405" 8.054 3.306 41.457
"1406" 8.827 3.993 45.94
"NA.116" NA NA NA
"1408" 8.637 3.563 40.92
"1409" 8.61 3.92 48.23
"1410" 9.31 4.363 47.88
"1411" 8.246 3.797 45.383
"1412" 8.904 3.34 45.227
"1413" 9.604 3.666 44.237
"1414" 8.78 3.433 57.763
"1415" 8.85 3.38 43.29
"1416" 7.893 3.313 43.423
"1417" 8.98 3.273 42.663
"1418" 8.384 3.736 43.737
"1419" 8.87 4.426 58.893
"1420" 8.843 3.527 58.633
"NA.117" NA NA NA
"1422" 9.757 3.57 58.617
"1423" 9.11 4.247 59.397
"1424" 8.96 3.647 51.437
"1425" 8.43 4.673 49.463
"1426" 9.044 3.413 50.117
"1427" 8.86 3.374 42.217
"1428" 9.51 3.864 65.237
"1429" 8.063 3.33 52.393
"1430" 8.803 3.597 43.72
"1431" 8.693 3.384 59.65
"1432" 8.523 3.524 44.3
"1433" 8.7 3.606 48.503
"1434" 8.68 3.563 40.783
"1435" 8.39 3.774 38.007
"1436" 9.907 3.526 48.29
"1437" 8.913 3.424 49.01
"1438" 8.74 3.583 44.91
"1439" 8.806 3.517 40.083
"1440" 8.853 3.503 43.653
"1441" 8.717 3.403 41.297
"1442" 9.05 3.214 42.447
"1443" 8.35 3.716 41.153
"1444" 13.233 14.893 27.733
"1445" 8.503 4.73 67.57
"1446" 9 4.043 51.533
"1447" 8.334 3.753 40.267
"1448" 9.153 3.22 47.503
"1449" 8.7 3.566 49.683
"1450" 9.01 3.367 43.487
"1451" 9.01 3.2 43.143
"1452" 9.507 3.666 44.28
"1453" 8.776 3.557 46.483
"1454" 8.447 3.7 55.81
"1455" 9.377 3.61 42.427
"1456" 8.54 3.506 48.863
"1457" 8.84 3.553 44.93
"1458" 8.757 3.347 42.657
"1459" 9.066 4.1 42.893
"1460" 8.414 3.796 42.507
"NA.118" NA NA NA
"1462" 9.527 3.807 46.187
"1463" 8.483 3.75 42.723
"1464" 8.5 3.61 52.04
"1465" 5.07 6.86 10.033
"1466" 9.05 3.197 45.5
"1467" 9.62 3.686 40.893
"1468" 9.374 3.99 42.167
"1469" 9.334 3.803 51.087
"NA.119" NA NA NA
"1471" 8.623 3.44 40.603
"1472" 8.587 3.53 38.617
"NA.120" NA NA NA
"NA.121" NA NA NA
"1475" 8.42 3.73 42.283
"1476" 8.9 3.307 40.77
"1477" 33.803 3.867 79.55
"1478" 8.667 3.413 46.27
"NA.122" NA NA NA
"1480" 9 3.434 53.027
"1481" 9.423 3.853 48.713
"1482" 9.533 3.674 62.31
"1483" 9.527 3.94 44.31
"1484" 8.433 3.867 55.6
"1485" 9.48 3.994 50.337
"1486" 9.283 3.247 44.61
"1487" 9.776 3.524 45.613
"NA.123" NA NA NA
"1489" 8.467 4.823 55.3
"1490" 7.92 5.707 53.63
"1491" 9.003 3.64 52.93
"1492" 8.623 3.963 50.353
"1493" 8.203 3.067 52.67
"NA.124" NA NA NA
"1495" 9.466 3.16 42.573
"1496" 8.587 3.473 43.247
"1497" 7.89 3.153 40.05
"1498" 8.91 3.426 48.333
"1499" 8.607 3.623 55.42
"1500" 9.033 3.374 48.61
"NA.125" NA NA NA
"1502" 8.236 2.97 51.433
"1503" 8.18 3.103 48.13
"1504" 9.037 4.15 48.75
"NA.126" NA NA NA
"1506" 9.13 3.424 46.917
"1507" 8.79 3.5 39.977
"1508" 8.783 3.497 49.79
"1509" 7.906 3.734 45.043
"1510" 8.404 4.896 48.877
"1511" 8.32 3.963 40.77
"1512" 8.377 3.78 49.45
"1513" 8.497 3.743 38.947
"1514" 8.14 4.03 44.95
"1515" 8.927 4.3 45.43
"1516" 8.12 4.31 51.603
"1517" 9.777 3.663 44.257
"1518" 8.55 3.533 48.07
"1519" 8.604 3.386 47.307
"1520" 9.3 3.7 43.983
"1521" 8.787 3.68 43.45
"1522" 9.92 3.42 53.597
"1523" 8.407 3.72 67.767
"1524" 8.47 3.7 49.99
"NA.127" NA NA NA
"1526" 8.484 3.556 51.527
"1527" 8.467 3.77 45.66
"1528" 9.107 3.263 49.68
"1529" 8.367 3.756 41.08
"1530" 8.77 3.607 48.85
"1531" 9.434 7.193 56.037
"1532" 8.733 3.334 37.54
"1533" 8.357 3.976 56.79
"NA.128" NA NA NA
"NA.129" NA NA NA
"1536" 10.21 3.137 38.24
"1537" 8.72 3.676 43.313
"1538" 9.487 3.913 41.48
"1539" 8.854 3.543 45.477
"1540" 8.723 3.284 50.57
"1541" 8.297 3.583 53.61
"1542" 10.097 3.383 45.307
"1543" 8.42 3.7 44.937
"1544" 9.427 4.12 41.707
"1545" 8.706 3.487 41.103
"1546" 8.667 3.443 48.907
"1547" 8.613 5.687 45.48
"1548" 13.884 18.526 32.407
"1549" 9.297 3.01 49.547
"1550" 10.096 3.46 56.093
"1551" 9.657 3.71 58.67
"1552" 9.223 3.494 46.68
"1553" 8.097 3.15 39.947
"1554" 8.694 3.513 46.267
"1555" 7.753 19.5 26.16
"1556" 7.377 19.89 25.24
"1557" 7.427 18.957 24.987
"1558" 9.62 3.96 42.107
"1559" 8.84 3.346 38.843
"1560" 8.86 3.287 43.5
"1561" 8.6 3.366 44.843
"1562" 9.697 3.683 52.38
"1563" 8.6 3.443 39.83
"1564" 9.927 3.53 53.06
"1565" 9.497 3.59 46.82
"1566" 8.91 3.273 44.33
"1567" 10.203 3.327 68.39
"1568" 10.246 3.194 55.653
"1569" 10.087 3.4 44.92
"1570" 8.03 4.19 42.833
"1571" 8.517 3.613 42.18
"1572" 8.776 3.5 41.523
"1573" 8.203 2.934 39.99
"1574" 8.867 3.3 58.56
"1575" 8.527 3.523 50.707
"1576" 8.4 3.753 46.17
"1577" 8.69 3.677 43.75
"1578" 8.563 3.564 50.16
"1579" 7.983 3.357 40.133
"1580" 9.484 4.056 48.647
"1581" 8.253 4.137 56.32
"1582" 8.927 3.147 48.637
"1583" 9.467 3.81 43.257
"1584" 8.42 5.06 49.563
"1585" 7.8 3.494 40.037
"1586" 7.73 177.604 51.637
"1587" 10.557 3.726 59.11
"1588" 8.43 4.79 53.013
"1589" 8.61 3.7 39.77
"1590" 8.897 3.097 44.827
"1591" 9.073 3.367 47.76
"1592" 8.667 3.483 51.21
"1593" 8.624 3.393 45.167
"1594" 8.72 4.557 45.397
"1595" 8.957 4.45 48.6
"1596" 8.807 3.75 39.407
"1597" 9.203 3.897 48.22
"1598" 7.886 4.55 42.833
"1599" 7.81 3.613 58.273
"1600" 8.35 4.103 51.393
"1601" 9.147 3.533 50.23
"1602" 8.107 3.176 47.01
"1603" 8.703 3.564 43.41
"1604" 8.487 5.486 41.21
"1605" 8.7 3.397 50.837
"1606" 8.573 3.754 44.79
"1607" 8.64 3.477 43.377
"1608" 8.21 4.023 55.383
"1609" 8.43 3.523 46.773
"1610" 9.58 4.15 47.713
"1611" 9.87 3.447 49.447
"1612" 9.54 4.25 43.08
"1613" 8.594 3.35 41.677
"1614" 8.453 4.074 49.56
"1615" 8.944 4.566 41.707
"1616" 8.157 6.54 15.667
"1617" 8.83 3.49 46.957
"1618" 8.96 3.433 38.64
"1619" 8.507 3.68 40.93
"1620" 9.61 3.467 45.52
"1621" 9.697 3.967 39.497
"1622" 8.637 3.793 45.85
"1623" 8.996 5.194 52.063
"1624" 8.483 3.824 49.24
"1625" 9.746 3.53 45.643
"1626" 8.564 3.386 38.297
"1627" 9.11 4.06 41.87
"1628" 9.15 4.016 39.983
"1629" 8.534 3.573 76.107
"1630" 8.987 3.513 44.077
"1631" 8.547 3.666 40.82
"1632" 8.703 3.57 48.683
"NA.130" NA NA NA
"1634" 8.797 4.456 65.49
"1635" 8.936 3.52 41.753
"1636" 8.514 3.646 43.947
"1637" 9.617 3.543 41.64
"1638" 9.597 3.83 42.837
"1639" 8.567 3.747 52.537
"1640" 8.163 3.337 54.83
"1641" 9.687 3.54 44.537
"1642" 8.983 3.447 42.15
"1643" 8.077 3.16 55.027
"1644" 8.91 3.433 41.92
"1645" 9.617 3.61 43.427
"1646" 8.974 3.496 42.007
"1647" 8.95 3.213 49.003
"1648" 9.82 175.68 40.43
"1649" 8.796 3.607 51.963
"1650" 8.826 3.51 40.863
"1651" 8.453 3.403 49.583
"1652" 9.34 4.04 46.773
"1653" 8.847 3.307 40.777
"1654" 9.333 3.86 44.573
"1655" 8.443 3.8 40.86
"1656" 8.544 3.573 60.777
"1657" 8.477 3.556 43.81
"1658" 8.897 3.62 40.72
"1659" 8.967 4.633 53
"1660" 9.613 3.79 43.343
"1661" 9.47 3.744 44.727
"1662" 9.587 3.57 44.42
"1663" 10.063 3.184 45.49
"NA.131" NA NA NA
"1665" 9.09 3.133 41.933
"1666" 9.4 3.843 41.26
"1667" 9.237 3.34 46.277
"1668" 9.693 3.417 42.023
"1669" 8.484 3.556 45.257
"1670" 9.167 3.27 40.797
"1671" 9.313 3.754 44
"1672" 9.906 3.57 41.673
"1673" 9.53 3.557 44.867
"1674" 8.083 3.977 46.523
"1675" 9.964 3.44 49.407
"1676" 8.684 3.553 38.927
"1677" 8.366 3.734 38.273
"1678" 8.737 3.423 66.5
"1679" 8.97 3.477 41.11
"NA.132" NA NA NA
"1681" 8.77 3.503 44.81
"1682" 8.613 3.497 52.7
"1683" 9.497 4.08 42.917
"1684" 8.707 3.533 42.61
"1685" 8.86 3.47 38.783
"1686" 8.87 3.714 60.607
"1687" 8.403 3.977 47.1
"1688" 8.546 3.6 50.103
"1689" 8.677 3.873 46.74
"1690" 8.946 3.417 48.213
"1691" 8.734 3.573 45.927
"1692" 8.75 4.61 44.06
"1693" 8.48 3.89 53.873
"1694" 9.55 3.646 46.513
"NA.133" NA NA NA
"1696" 8.896 3.89 43.433
"1697" 9.2 3.277 51.24
"1698" 8.083 2.984 52.88
"1699" 8.87 4.617 44.38
"1700" 8.256 3.797 41.503
"1701" 9.217 3.393 42.35
"1702" 8.283 3.954 47.01
"1703" 8.06 4.1 48.083
"1704" 8.403 3.837 42.87
"1705" 10.01 3.237 44.737
"1706" 10.513 3.813 46.493
"1707" 9.19 3.13 51.413
"1708" 8.266 3.96 43.033
"1709" 9.097 3.6 44.837
"1710" 8.527 3.553 48.877
"1711" 8.47 3.64 47.687
"1712" 8.317 3.82 45.397
"1713" 9.136 3.347 43.403
"1714" 8.29 3.16 49.153
"1715" 8.603 3.504 47.41
"1716" 8.44 177.007 53.67
"1717" 9.47 3.903 41.283
"1718" 8.71 3.504 45.367
"1719" 8.37 3.843 41.36
"1720" 9.256 3.764 39.593
"1721" 8.454 4.106 44.427
"1722" 9.89 3.437 46.017
"1723" 9.59 3.514 51.607
"1724" 8.366 3.817 48.753
"1725" 9.05 3.377 46.377
"1726" 8.673 3.56 40.673
"1727" 8.753 3.367 48.17
"1728" 8.833 3.4 55.15
"1729" 8.76 3.57 44.167
"1730" 8.5 3.82 39.07
