"","CapturedExperienceId","c1_BootToReadyForCredentials","c2_CredentialsEnteredToDesktop","c3_DesktopToIdle","totaltime","rounded_totaltime"
"4429",297373,28.1683804,8.4422261,1.9,38.5106065,39
"4433",297382,129.8114075,41.8788617,1.9,173.5902692,174
"4434",297386,154.1242089,22.279852,1.9,178.3040609,178
"4435",297387,34.5662455,8.4777351,1.9,44.9439806,45
"4438",297390,62.568835,40.5344712,1.9,105.0033062,105
"4439",297391,39.4155885,7.6240443,1.9,48.9396328,49
"4440",297392,38.9544117,35.0407607,1.9,75.8951724,76
"4441",297394,37.6068092,14.26589,1.9,53.7726992,54
"4442",297395,126.2485115,15.9687965,1.9,144.117308,144
"4443",297396,39.33325,10.2488516,14.5,64.0821016,64
"4446",297403,51.3879604,18.0153507,90,159.4033111,159
"4447",297404,32.2897986,9.2200628,1.9,43.4098614,43
"4449",297409,97.235435,32.7570635,1.9,131.8924985,132
"4450",297419,81.0087917,54.8342079,12.7,148.5429996,149
"4454",297437,168.9335223,10.6056477,1.9,181.43917,181
"4458",297444,44.3622335,49.4236544,1.9,95.6858879,96
"4464",297465,41.5538117,22.6919346,1.9,66.1457463,66
"4465",297466,99.4899255,30.0725517,1.9,131.4624772,131
"4466",297469,31.0462537,169.2923485,90,290.3386022,290
"4468",297471,32.7169138,14.870231,1.9,49.4871448,49
"4469",297472,172.3976418,15.5479243,1.9,189.8455661,190
"4471",297481,69.884164,19.4992135,64.3,153.6833775,154
"4475",297488,37.2497183,53.0936711000001,6.5,96.8433894,97
"4476",297489,40.688776,16.7361279,1.9,59.3249039,59
"4479",297494,62.0101384,17.3214898,1.9,81.2316282,81
"4480",297495,83.0162014,16.5448686,1.9,101.46107,101
"4481",297496,82.0509754,16.361742,1.9,100.3127174,100
"4482",297497,43.0223259,13.2251503,1.9,58.1474762,58
"4483",297502,45.4339601,19.3911341,10,74.8250942,75
"4484",297505,119.3151694,66.2501647,1.9,187.4653341,187
"4485",297506,60.9389666,14.6344381,1.9,77.4734047,77
"4486",297507,52.3127165,235.7945599,90,378.1072764,378
"4491",297517,148.4005251,12.9387109999998,1.9,163.2392361,163
"4495",297525,82.9856055,17.7593869,1.9,102.6449924,103
"4501",297543,52.012419,9.3499112,17.5,78.8623302,79
"4502",297544,123.3274209,17.391569,1.9,142.6189899,143
"4510",297581,31.963892,6.4295945,1.9,40.2934865,40
"4511",297582,38.048591,7.5623869,1.9,47.5109779,48
"4512",297584,23.4301207,19.43969,1.9,44.7698107,45
"4517",297606,283.4025913,28.1868087,90,401.5894,402
"4519",297611,98.548321,14.8888499,1.9,115.3371709,115
"4521",297616,71.9165193,13.3400682,1.9,87.1565875,87
"4527",297648,55.6808452,13.4459037,1.9,71.0267489,71
"4528",297651,51.7926757,10.5250523,1.9,64.217728,64
"4539",297707,76.848368,19.7074969,1.9,98.4558649,98
"4541",297730,99.4785715,22.584386,74.5,196.5629575,197
"4544",297740,114.9983633,43.628385,90,248.6267483,249
"4545",297743,51.6559723,8.38845180000001,1.9,61.9444241,62
"4547",297748,35.6653294,10.3344328,1.9,47.8997622,48
"4548",297749,38.8474507,10.1022259,1.9,50.8496766,51
"4552",297753,272.5201018,12.1356009,43.9,328.5557027,329
"4560",297774,64.9183244,38.2880505,1.9,105.1063749,105
"4561",297781,71.6588009,69.4238189,47.4,188.4826198,188
"4567",297791,96.4987791,34.7417155,1.9,133.1404946,133
"4569",297802,46.0843613,12.9667835,90,149.0511448,149
"4574",297811,49.5909914,16.1322985,1.9,67.6232899,68
"4575",297815,76.7643182,13.1099655,1.9,91.7742837,92
"4576",297816,214.0898048,19.9823054,1.9,235.9721102,236
"4578",297818,88.0250706,69.1828194,1.9,159.10789,159
"4581",297823,122.5511341,16.0738498,1.9,140.5249839,141
"4584",297831,69.3757586,23.6142077,90,182.9899663,183
"4585",297835,76.4142047,13.8098618,43.6,133.8240665,134
"4593",297850,26.8342028,17.5753833,1.9,46.3095861,46
"4594",297851,34.5070863,159.3562534,1.9,195.7633397,196
"4596",297856,65.698453,43.1389498,1.9,110.7374028,111
"4597",297859,36.8592793,9.9116012,1.9,48.6708805,49
"4598",297860,34.2190072,13.9083381,1.9,50.0273453,50
"4599",297863,54.1754709,29.7262882,1.9,85.8017591,86
"4600",297866,164.5443553,13.5767177,1.9,180.021073,180
"4605",297873,69.3675571,15.1073418,1.9,86.3748989,86
"4606",297874,59.6441654,15.3557299,90,164.9998953,165
"4607",297875,66.8912924,35.6441705,10.7,113.2354629,113
"4608",297876,46.3802473,9.7421409,20.5,76.6223882,77
"4609",297879,18.4558721,20.7334336,1.9,41.0893057,41
"4612",297888,180.2932903,14.4010665,90,284.6943568,285
"4613",297890,74.3583158,19.1275111,90,183.4858269,183
"4614",297891,89.0486872,52.6332293,1.9,143.5819165,144
"4616",297894,97.2260093,51.5712241,1.9,150.6972334,151
"4617",297895,80.5713531,49.004751,1.9,131.4761041,131
"4619",297899,56.5094174,17.6447307,1.9,76.0541481,76
"4621",297901,44.8870623,11.065943,1.9,57.8530053,58
"4622",297902,37.794517,10.7492881,1.9,50.4438051,50
"4623",297904,48.718921,75.7259681,1.9,126.3448891,126
"4626",297911,74.2714805,13.3473912,1.9,89.5188717,90
"4629",297916,23.2024019,47.7277885,1.9,72.8301904,73
"4631",297923,86.774907,32.3609082,1.9,121.0358152,121
"4635",297930,62.4407847,15.1454112,32.5,110.0861959,110
"4636",297931,80.3270348,50.8933179,1.9,133.1203527,133
"4641",297965,73.4624566,32.7996734,1.9,108.16213,108
"4643",297972,32.8629857,10.7931324,1.9,45.5561181,46
"4644",297977,39.1031137,10.1825956,1.9,51.1857093,51
"4645",297978,200.3274462,116.6422961,1.9,318.8697423,319
"4646",297983,46.0749142,23.6300699,1.9,71.6049841,72
"4651",297993,130.8636576,13.0231871,1.9,145.7868447,146
"4652",297994,90.4963566,68.0012277,1.9,160.3975843,160
"4656",297999,155.8724565,89.8549909,1.9,247.6274474,248
"4657",298000,88.6931552,33.0146081,1.9,123.6077633,124
"4659",298005,61.1588056,14.3935873,1.9,77.4523929,77
"4660",298006,44.3284744,18.2950014,1.9,64.5234758,65
"4661",298010,51.3108829,30.144874,90,171.4557569,171
"4663",298015,74.576614,18.7051907,21.6,114.8818047,115
"4664",298019,130.1060293,50.1741323,90,270.2801616,270
"4665",298021,256.0433227,36.0962573,31.3,323.43958,323
"4666",298022,47.3991859,51.1036273,1.9,100.4028132,100
"4667",298031,81.2567651,37.6413967000001,1.9,120.7981618,121
"4669",298037,86.8119667,19.9828889,1.9,108.6948556,109
"4670",298038,55.7633936,14.3881994,1.9,72.051593,72
"4673",298061,33.9535147,8.234047,1.9,44.0875617,44
"4677",298068,125.4653457,63.4057484,1.9,190.7710941,191
"4682",298084,61.133732,42.2678814,1.9,105.3016134,105
"4683",298085,37.9497079,56.6460082,1.9,96.4957161,96
"4688",298093,77.0894931,45.5458213,1.9,124.5353144,125
"4689",298094,59.7033111,20.0397731,1.9,81.6430842,82
"4691",298096,30.3600964,10.4495088,1.9,42.7096052,43
"4692",298097,26.9947237,6.139623,50.2,83.3343467,83
"4693",298099,35.0772092,7.811141,87.4,130.2883502,130
"4695",298105,93.3720928,44.1501085,1.9,139.4222013,139
"4696",298114,56.2448349,36.7613698,1.9,94.9062047,95
"4699",298120,56.0892281,18.2771217,90,164.3663498,164
"4700",298130,85.6597995,35.7567215,90,211.416521,211
"4702",298135,125.7706771,16.3377411,1.9,144.0084182,144
"4705",298158,99.4613063,16.05476,1.9,117.4160663,117
"4709",298164,63.9225788,57.8106849999999,1.9,123.6332638,124
"4711",298176,99.6114863,22.7993801,90,212.4108664,212
"4713",298179,20.3473203,12.0033353,1.9,34.2506556,34
"4714",298180,21.6152738,11.9342994,1.9,35.4495732,35
"4715",298181,24.7944711,7.8148714,1.9,34.5093425,35
"4716",298182,33.2005392,9.57672429999999,1.9,44.6772635,45
"4717",298183,69.6583125,27.3588909,42.6,139.6172034,140
"4719",298189,82.8823342,45.8141777,1.9,130.5965119,131
"4720",298191,31.7080154,71.7511274,1.9,105.3591428,105
"4724",298203,20.4221548,13.0217344,1.9,35.3438892,35
"4725",298204,52.12001,59.9397436,1.9,113.9597536,114
"4730",298216,19.3224667,35.9933314,1.9,57.2157981,57
"4731",298217,106.0505786,13.3733953,1.9,121.3239739,121
"4732",298218,52.6824743,17.7097687,1.9,72.292243,72
"4733",298219,94.2063275,29.9041606,1.9,126.0104881,126
"4734",298220,98.7748787,18.1488844,1.9,118.8237631,119
"4736",298225,61.4724998,89.2406212,62.089273922,212.802394922,213
"4737",298226,98.3000713,63.6971128,1.9,163.8971841,164
"4738",298231,114.8135639,228.8192164,1.9,345.5327803,346
"4739",298233,198.8682523,87.0856425,1.9,287.8538948,288
"4740",298234,212.2435809,18.2714852,90,320.5150661,321
"4742",298236,22.9628248,26.0689983,1.9,50.9318231,51
"4743",298237,76.9566975,13.8230828999999,46.9,137.6797804,138
"4745",298241,158.155235,40.0789364,90,288.2341714,288
"4747",298244,76.476361,15.9786452,1.9,94.3550062,94
"4748",298246,106.0577076,31.6499233,90,227.7076309,228
"4749",298249,179.3028217,15.4989554,1.9,196.7017771,197
"4750",298250,229.8463461,141.8061575,1.9,373.5525036,374
"4751",298251,224.281025,48.4949256,90,362.7759506,363
"4752",298253,40.7419744,10.8484615,1.9,53.4904359,53
"4753",298254,53.0259339,16.6969672,1.9,71.6229011,72
"4754",298255,47.4735257,18.9365755,1.9,68.3101012,68
"4755",298278,70.1232693,18.6797108,1.9,90.7029801,91
"4757",298281,115.6129716,61.078834,1.9,178.5918056,179
"4758",298282,108.7805884,76.4101262,1.9,187.0907146,187
"4759",298283,78.7997362,45.4695488,1.9,126.169285,126
"4760",298284,241.1365933,44.138328,90,375.2749213,375
"4761",298286,86.1365025,14.0259263,1.9,102.0624288,102
"4762",298287,95.1488853,49.8106607,1.9,146.859546,147
"4767",298300,119.0231468,19.4985137,1.9,140.4216605,140
"4768",298301,82.6010034,55.0013815999999,27.7,165.302385,165
"4770",298303,102.6619389,26.2873253,56.9,185.8492642,186
"4771",298304,42.3961859,13.3047175,51.9,107.6009034,108
"4773",298306,59.6817255,16.3509908,1.9,77.9327163,78
"4775",298308,48.1722379,42.9359307,1.9,93.0081686,93
"4777",298310,121.9723791,21.1418343,9.8,152.9142134,153
"4779",298316,116.4557898,44.3936141,1.9,162.7494039,163
"4788",298329,165.5751943,17.1470477,1.9,184.622242,185
"4789",298330,59.9939778,15.7839008,90,165.7778786,166
"4791",298334,100.9028997,17.4596458,1.9,120.2625455,120
"4792",298335,82.8562118,22.8339306,1.9,107.5901424,108
"4794",298337,234.2030213,38.2037552,1.9,274.3067765,274
"4796",298339,64.3262554,37.6171634,90,191.9434188,192
"4799",298346,56.1864061,49.6972336,1.9,107.7836397,108
"4801",298348,37.6639234,13.2529846,1.9,52.816908,53
"4805",298358,157.2785959,18.1527144,65.7,241.1313103,241
"4806",298365,97.1154785,60.5010716,1.9,159.5165501,160
"4807",298367,20.4570129,94.1449978000001,1.9,116.5020107,117
"4808",298369,29.5132124,61.9013603,1.9,93.3145727,93
"4811",298374,199.2940326,82.7585212,1.9,283.9525538,284
"4814",298377,18.5741565,26.4764811,1.9,46.9506376,47
"4815",298378,36.8134162,12.5700949,1.9,51.2835111,51
"4816",298379,25.7995175,53.9589721,1.9,81.6584896,82
"4817",298380,181.5497964,16.1570173,1.9,199.6068137,200
"4820",298383,50.2814827,25.7231825,1.9,77.9046652,78
"4821",298385,233.3929392,13.6507878,1.9,248.943727,249
"4822",298389,45.8046489,48.8209502,1.9,96.5255991,97
"4823",298392,106.0220555,30.5586977,1.9,138.4807532,138
"4826",298395,42.5233141,26.5415355,1.9,70.9648496,71
"4828",298399,69.6693294,46.7248921,1.9,118.2942215,118
"4831",298404,78.3142452,39.3345786,1.9,119.5488238,120
"4833",298411,112.0511812,218.7658838,1.9,332.717065,333
"4834",298412,92.611491,63.4408293,1.9,157.9523203,158
"4838",298417,103.1866794,50.4931344,1.9,155.5798138,156
"4839",298419,98.0005019,52.0205251,1.9,151.921027,152
"4843",298423,168.1212009,60.5945703,1.9,230.6157712,231
"4845",298425,28.8146745,9.6758796,1.9,40.3905541,40
"4846",298427,14.400092,37.521345,1.9,53.821437,54
"4847",298430,66.2355832,22.7842017,1.9,90.9197849,91
"4850",298436,54.2300243,14.7504032,1.9,70.8804275,71
"4851",298437,134.2392142,14.9819594,1.9,151.1211736,151
"4854",298440,79.4315717,15.5894712,1.9,96.9210429,97
"4855",298441,72.2920162,69.4908435,1.9,143.6828597,144
"4856",298442,127.9404522,17.7842238,1.9,147.624676,148
"4858",298447,47.8435969,15.908075,90,153.7516719,154
"4861",298458,123.2521705,80.4615325,1.9,205.613703,206
"4864",298461,144.6018582,98.7442989,1.9,245.2461571,245
"4865",298462,277.4328533,79.8848657,1.9,359.217719,359
"4873",298502,335.0906633,66.099022,83.4,484.5896853,485
"4875",298677,103.785808,29.383445,1.9,135.069253,135
"4881",298695,102.5224187,46.7212098,1.9,151.1436285,151
"4883",298698,234.9434074,24.0668302,1.9,260.9102376,261
"4886",298701,252.9448393,18.5714514,1.9,273.4162907,273
"4887",298702,117.5312089,19.443247,1.9,138.8744559,139
"4888",298703,107.028468,25.7923889,1.9,134.7208569,135
"4889",298704,109.4855065,18.2141397999999,1.9,129.5996463,130
"4891",298706,108.800662,17.4477801,1.9,128.1484421,128
"4893",298708,88.0019173,21.6703905999998,1.9,111.5723079,112
"4894",298709,99.7217013,19.0962702,1.9,120.7179715,121
"4896",298711,105.6296405,30.8733995,1.9,138.40304,138
"4897",298713,135.3911071,16.6049149,1.9,153.896022,154
"4898",298714,74.6269521,16.1789168,1.9,92.7058689,93
"4900",298716,90.9379095,29.9386391,1.9,122.7765486,123
"4902",298719,228.5662412,34.0334522,1.9,264.4996934,264
"4905",298724,86.5248239,41.6573762,9.6,137.7822001,138
"4908",298729,86.312359,17.1774076,1.9,105.3897666,105
"4909",298730,112.5652225,26.9637672,1.9,141.4289897,141
"4913",298734,52.8635191,7.8700863,1.9,62.6336054,63
"4914",298735,46.0640943,14.2329334,1.9,62.1970277,62
"4915",298736,95.5911204,66.9547121,1.9,164.4458325,164
"4917",298738,84.4575756,30.1713438,16.6,131.2289194,131
"4919",298740,81.631283,24.7756178,1.9,108.3069008,108
"4920",298742,248.4376876,24.4726645,1.9,274.8103521,275
"4921",298743,241.5546933,39.3835998,1.9,282.8382931,283
"4924",298747,201.5448596,20.6148987000001,1.9,224.0597583,224
"4925",298748,147.4718322,25.6042379,1.9,174.9760701,175
"4926",298749,204.7998061,20.7936981,1.9,227.4935042,227
"4927",298751,203.3752281,25.6274702000001,1.9,230.9026983,231
"4929",298753,98.5355002,27.2283507999998,1.9,127.663851,128
"4930",298755,179.678082,49.1598649,1.9,230.7379469,231
"4931",298756,209.0533289,30.3654465,1.9,241.3187754,241
"4937",298763,62.0903793,12.7387366,18.3,93.1291159,93
"4939",298765,298.5011444,28.9283898,1.9,329.3295342,329
"4941",298769,221.1123342,19.7393632,90,330.8516974,331
"4943",298771,82.1515161,23.6987364,1.9,107.7502525,108
"4945",298776,78.9516629,132.6203366,77.4765143,289.0485138,289
"4946",298778,122.2712684,42.8191477,1.9,166.9904161,167
"4947",298779,200.3767533,27.4919528,1.9,229.7687061,230
"4953",298786,105.0707683,50.2668808,1.9,157.2376491,157
"4955",298788,117.700888,28.4684019999999,1.9,148.06929,148
"4960",298795,68.6939379,27.4650586,1.9,98.0589965,98
"4961",298800,120.6827955,89.5932132,61.8,272.0760087,272
"4964",298805,79.3583668,27.1202789,24.6,131.0786457,131
"4965",298807,261.8908271,48.2749835,1.9,312.0658106,312
"4966",298809,300.7084728,58.3938167,1.9,361.0022895,361
"4968",298815,70.9281076,22.1216695000001,1.9,94.9497771,95
"4969",298818,110.6194604,21.9544648,1.9,134.4739252,134
"4971",298820,231.1939347,40.7654146999998,1.9,273.8593494,274
"4973",298826,183.5650478,45.5877758999999,38.9,268.0528237,268
"4976",298829,40.8809291,33.6890642,1.9,76.4699933,76
"4977",298830,112.7734368,34.5280071,90,237.3014439,237
"4980",298834,207.369704,51.8920697,1.9,261.1617737,261
"4983",298841,126.7188676,69.5530915,1.9,198.1719591,198
"4984",298842,93.2109912,67.8365846999999,1.9,162.9475759,163
"4985",298845,109.4799916,23.5037698,1.9,134.8837614,135
"4986",298846,89.0022741,53.99436,1.9,144.8966341,145
"4987",298847,81.5893791,24.1644611,1.9,107.6538402,108
"4988",298848,90.5935444,17.2640653,1.9,109.7576097,110
"4989",298849,75.8934343,15.9989792999997,1.9,93.7924135999997,94
"4990",298850,75.6410087,13.8049153,1.9,91.345924,91
"4992",298853,62.942174,24.1817237,1.9,89.0238977,89
"4993",298854,74.0938659,25.2789974,1.9,101.2728633,101
"4996",298859,94.4778304,57.4960826,1.9,153.873913,154
"4997",298862,95.5875898,16.1180046,1.9,113.6055944,114
"5001",298884,140.7250181,25.4985463,24.2,190.4235644,190
"5003",298910,247.3086817,39.255321,54.1,340.6640027,341
"5005",298923,271.9791336,35.5756615,1.9,309.4547951,309
"5007",298926,131.5740589,36.2630646,1.9,169.7371235,170
"5008",298928,115.5685284,23.7971525,66.5,205.8656809,206
"5017",298952,46.7181869,13.6936675,1.9,62.3118544,62
"5018",298953,93.5330623,29.7139383,1.9,125.1470006,125
"5024",298965,90.2580039,19.3601231,1.9,111.518127,112
"5025",298968,71.6791809,16.547599,1.9,90.1267799,90
"5027",298971,107.4193737,35.2874302,1.9,144.6068039,145
"5034",298988,85.1778235,46.243978,1.9,133.3218015,133
"5035",298990,193.4864437,37.5249811,1.9,232.9114248,233
"5036",298991,108.5255402,47.1416482,1.9,157.5671884,158
"5037",298992,117.5540737,53.0566184,1.9,172.5106921,173
"5038",298993,101.2742117,50.0403599,1.9,153.2145716,153
"5039",298994,116.4923735,56.1602659,1.9,174.5526394,175
"5040",298995,98.9944372,72.9835485,1.9,173.8779857,174
"5041",298996,39.8444921,11.8161441,1.9,53.5606362,54
"5043",299000,66.5722539,18.6603437,84.7,169.9325976,170
"5044",299001,59.0035981,25.1748797,1.9,86.0784778,86
"5048",299005,26.2209527,19.4602804,1.9,47.5812331,48
"5050",299010,101.7848546,93.2211339999999,1.9,196.9059886,197
"5053",299015,79.848039,18.1849094,1.9,99.9329484,100
"5054",299017,93.9513989,51.7928841,1.9,147.644283,148
"5064",299038,124.9787869,31.2871229,90,246.2659098,246
"5070",299044,93.4301263,46.0739519,13.9,153.4040782,153
"5074",299050,106.5806647,32.6489442,90,229.2296089,229
"5079",299056,87.7359416,17.3822092999999,1.9,107.0181509,107
"5083",299066,109.9942447,79.336692,1.9,191.2309367,191
"5084",299067,87.5526998,16.2456786,1.9,105.6983784,106
"5090",299073,90.0953127,20.7162306,1.9,112.7115433,113
"5093",299076,105.4510398,44.5965917,1.9,151.9476315,152
"5094",299077,68.7729361,13.0054512,1.9,83.6783873,84
"5095",299078,38.4232816,8.2178033,1.9,48.5410849,49
"5096",299079,130.1193534,30.7998033,1.9,162.8191567,163
"5102",299098,92.3256083,16.7687629,12,121.0943712,121
"5103",299100,95.7292343,25.7195741,24,145.4488084,145
"5106",299104,17.6104603,10.2380553,1.9,29.7485156,30
"5107",299105,44.6332807,9.4858924,1.9,56.0191731,56
"5108",299106,126.726873,26.2401293,1.9,154.8670023,155
"5109",299107,22.388435,9.60409,1.9,33.892525,34
"5110",299108,171.5385772,132.3685242,1.9,305.8071014,306
"5111",299109,36.5924088,12.4346076,1.9,50.9270164,51
"5112",299110,118.0382323,46.8991708,1.9,166.8374031,167
"5113",299112,37.1904117,10.9367623,1.9,50.027174,50
"5122",299123,67.7898145,15.430054,90,173.2198685,173
"5126",299128,53.9561677,13.3825047,1.9,69.2386724,69
"5127",299129,91.6010532,37.8725026,1.9,131.3735558,131
"5135",299143,67.3716235,14.3747703,49.9,131.6463938,132
"5137",299146,153.8790424,59.602004,90,303.4810464,303
"5139",299150,131.1753247,48.5024408,1.9,181.5777655,182
"5143",299159,31.3119983,27.0069471,1.9,60.2189454,60
"5151",299167,231.6273687,17.7048073,90,339.332176,339
"5152",299168,113.6130633,24.4026989,1.9,139.9157622,140
"5160",299177,112.6016914,39.8778526,90,242.479544,242
"5162",299182,63.0575524,29.5717022,1.9,94.5292546,95
"5166",299186,94.7987686,13.2504864,1.9,109.949255,110
"5168",299190,139.7208228,70.5665791,1.9,212.1874019,212
"5169",299191,76.5252345,33.9342809,1.9,112.3595154,112
"5175",299199,50.3650243,17.4695501,90,157.8345744,158
"5181",299210,24.5168031,49.2995135,1.9,75.7163166,76
"5185",299214,91.204728,19.7917403,1.9,112.8964683,113
"5186",299215,107.7710036,21.005108,1.9,130.6761116,131
"5187",299217,69.3456119,30.0572355,1.9,101.3028474,101
"5188",299218,120.0223164,53.4533826,1.9,175.375699,175
"5190",299222,108.7053115,32.0070077,1.9,142.6123192,143
"5196",299241,76.501309,22.5682252,90,189.0695342,189
"5200",299247,121.9506057,30.043117,1.9,153.8937227,154
"5204",299256,99.9609201,20.4714229,78.9,199.332343,199
"5210",299263,76.307567,19.0827724,1.9,97.2903394,97
"5212",299270,184.1247909,24.5196646,1.9,210.5444555,211
"5213",299271,118.0486421,96.0857539,1.9,216.034396,216
"5214",299274,53.4373315,11.2350545,1.9,66.572386,67
"5222",299290,87.3655805,58.9188219,90,236.2844024,236
"5226",299307,159.3764251,22.3476362,75.9734869,257.6975482,258
"5231",299314,146.3053636,30.7368609,1.9,178.9422245,179
"5232",299315,155.0087898,46.0452962,1.9,202.954086,203
"5234",299317,95.7707636,39.2472814,90,225.018045,225
"5236",299319,115.153169,82.3095889,1.9,199.3627579,199
"5237",299320,87.8443222,49.5690475,1.9,139.3133697,139
"5244",299350,111.7551178,47.6670158,1.9,161.3221336,161
"5245",299352,56.2336094,30.3636507,1.9,88.4972601,88
"5247",299355,69.121032,21.6490149,1.9,92.6700469,93
"5248",299356,69.0042329,31.0808976,1.9,101.9851305,102
"5249",299358,93.7340237,45.2779838,8.4,147.4120075,147
"5253",299363,133.8918039,35.4976346,1.9,171.2894385,171
"5261",299373,58.6870782,15.4835861999999,24.3,98.4706643999999,98
"5263",299382,100.3567243,23.5410084,1.9,125.7977327,126
"5264",299383,160.2470189,65.4692538999998,1.9,227.6162728,228
"5265",299384,91.8080634,16.4273505,0.4,108.6354139,109
"5268",299388,98.9551151,51.5667159,1.9,152.421831,152
"5269",299389,51.572073,13.4688874,1.9,66.9409604,67
"5271",299391,20.5032333,8.4460921,1.9,30.8493254,31
"5273",299394,101.840459,51.6926337,1.9,155.4330927,155
"5278",299400,20.3205643,22.5970496,1.9,44.8176139,45
"5279",299401,23.5248937,9.2415542,1.9,34.6664479,35
"5280",299402,24.5823202,56.2807915,1.9,82.7631117,83
"5281",299405,79.4922223,12.6741624,4.5,96.6663847,97
"5285",299409,56.2395047,79.5547162,1.9,137.6942209,138
"5286",299410,187.543725,46.38286,1.9,235.826585,236
"5287",299411,71.2175063,79.1152916,1.9,152.2327979,152
"5289",299415,151.879577,32.2451555,1.9,186.0247325,186
"5290",299416,114.5445153,23.3008479,1.9,139.7453632,140
"5291",299417,34.4087197,16.3519284,1.9,52.6606481,53
"5292",299421,83.3622535,24.9999222,89.3,197.6621757,198
"5293",299426,103.334866,35.7592708,1.9,140.9941368,141
"5295",299428,91.3351292,89.6939593999999,1.9,182.9290886,183
"5296",299429,88.1413677,31.3698132,90,209.5111809,210
"5298",299433,124.6895798,38.944616,1.9,165.5341958,166
"5299",299436,98.0356862,38.3083741,1.9,138.2440603,138
"5301",299442,119.8119512,99.0027229,42.940895975,261.755570075,262
"5303",299445,112.3046637,24.7036657,1.9,138.9083294,139
"5304",299447,78.9459073,36.6047742,1.9,117.4506815,117
"5306",299451,75.8189032,14.9172407,1.9,92.6361439,93
"5310",299455,79.7617526,21.1778025,1.9,102.8395551,103
"5314",299460,316.6894319,30.3181424,1.9,348.9075743,349
"5317",299464,90.5651664,15.1511908,1.9,107.6163572,108
"5321",299469,115.3478594,48.5435232,1.9,165.7913826,166
"5327",299477,66.8611134,21.246845,1.9,90.0079584,90
"5333",299503,82.7518015,15.6641251,1.9,100.3159266,100
"5340",299513,62.7985124,17.2007282,1.9,81.8992406,82
"5346",299522,153.3074174,30.368313,90,273.6757304,274
"5348",299524,224.6843765,30.5593953,1.9,257.1437718,257
"5351",299527,73.3335202,21.2910962,1.9,96.5246164,97
"5352",299528,67.9757485,19.477183,1.9,89.3529315,89
"5354",299530,174.5893738,53.3692883,1.9,229.8586621,230
"5356",299532,57.6505149,18.8287759,1.9,78.3792908,78
"5357",299535,132.3078553,24.4056578,1.9,158.6135131,159
"5358",299536,81.1479044,21.2091027,1.9,104.2570071,104
"5359",299537,76.6122158,21.3836356,1.9,99.8958514,100
"5361",299539,101.5200137,54.0003638,1.9,157.4203775,157
"5362",299540,90.8989904,27.948026,1.9,120.7470164,121
"5363",299541,101.5978929,29.808637,1.9,133.3065299,133
"5364",299542,113.4579136,57.6121753,1.9,172.9700889,173
"5365",299543,73.3171196,19.7630775,1.9,94.9801971,95
"5366",299544,57.5403896,10.9791502999999,25,93.5195398999999,94
"5368",299546,73.8539664,22.7572242,1.9,98.5111906,99
"5369",299547,76.6699128,23.4330465,1.9,102.0029593,102
"5371",299549,97.6258929,25.1186664,1.9,124.6445593,125
"5372",299550,126.6694825,139.4798785,1.9,268.049361,268
"5374",299553,33.7520311,13.7879014,10.9,58.4399325,58
"5376",299570,322.2072293,25.9067171,1.9,350.0139464,350
"5382",299580,234.4172854,46.9493046,1.9,283.26659,283
"5386",299587,104.5320728,32.6560294,1.9,139.0881022,139
"5391",299592,60.6925273,21.2005433,15,96.8930706,97
"5394",299598,56.1737681,22.7433233,1.9,80.8170914,81
"5396",299601,93.3254441,20.3451652,19.9,133.5706093,134
"5403",299608,285.51283,25.2919627,1.9,312.7047927,313
"5404",299609,88.8906694,16.4622993,1.9,107.2529687,107
"5407",299613,61.632223,32.8107797,1.9,96.3430027,96
"5408",299614,43.6603665,12.4582741,1.9,58.0186406,58
"5414",299624,84.5119951,18.423228,1.9,104.8352231,105
"5421",299632,142.7356574,40.5218947,1.9,185.1575521,185
"5423",299635,103.1045786,32.7758788,1.9,137.7804574,138
"5424",299636,381.7695252,14.681878,1.9,398.3514032,398
"5425",299637,69.2726812,16.321376,1.9,87.4940572,87
"5427",299640,78.185137,22.0333497,1.9,102.1184867,102
"5428",299641,166.1201243,21.6348994,1.9,189.6550237,190
"5429",299645,62.0705424,16.8417909,1.9,80.8123333,81
"5431",299648,115.21352,25.760051,1.9,142.873571,143
"5438",299657,96.7877263,30.0087909,16.8,143.5965172,144
"5440",299662,87.3801395,24.3793988,10,121.7595383,122
"5441",299663,141.0382731,34.0122904,90,265.0505635,265
"5446",299668,57.7719394,23.57373,1.9,83.2456694,83
"5447",299670,88.6631248,40.7687798,1.9,131.3319046,131
"5448",299671,89.1076995,23.6742651,1.9,114.6819646,115
"5449",299675,92.7761457,20.2556821,1.9,114.9318278,115
"5450",299676,76.6864179,21.8764383,1.9,100.4628562,100
"5451",299677,97.9795777,48.1587698,1.9,148.0383475,148
"5452",299678,141.7095961,81.6504353,1.9,225.2600314,225
"5453",299679,211.304649,32.3992723000001,1.9,245.6039213,246
"5455",299681,214.4362577,14.7530677,1.9,231.0893254,231
"5457",299684,127.9172207,247.4400609,1.9,377.2572816,377
"5458",299685,206.0961916,82.3193325,1.9,290.3155241,290
"5459",299686,160.8146933,106.7200851,1.9,269.4347784,269
"5461",299688,207.7619167,79.0802572,1.9,288.7421739,289
"5463",299691,162.6391861,77.0509156000001,1.9,241.5901017,242
"5465",299693,157.6278977,77.4541982,1.9,236.9820959,237
